What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",Sydney woman in her 30s who died from COVID-19 had no pre-existing medical conditions,Queensland still 'at risk' of new COVID cases after man from NSW ignores quarantine orders,Childcare centre and Westfield Chermside added to Queensland COVID exposure list,Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,2021-07-25,22,,,
ABC most viewed,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,Sydney woman in her 30s who died from COVID-19 had no pre-existing medical conditions,Childcare centre and Westfield Chermside added to Queensland COVID exposure list,Queensland still 'at risk' of new COVID cases after man from NSW ignores quarantine orders,2021-07-25,23,,,
ABC most viewed,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,Sydney woman in her 30s who died from COVID-19 had no pre-existing medical conditions,"Rejected for Australian citizenship, Quade Cooper selected in Wallabies squad for Bledisloe Cup",Additional Pfizer doses are on their way —  but it won’t help you be vaccinated more quickly this year,2021-07-26,00,,,
ABC most viewed,Victoria's COVID lockdown could end soon. Here's what authorities are watching for,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",France end Team USA's 25-match Olympic basketball winning streak,Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,Sydney woman in her 30s who died from COVID-19 had no pre-existing medical conditions,2021-07-26,01,,,
ABC most viewed,Victoria's COVID lockdown could end soon. Here's what authorities are watching for,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",'Amazing': France's Evan Fournier buries Team USA in Olympic basketball upset,Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,"New concept to see older women living together to avoid homelessness, loneliness",2021-07-26,02,,,
ABC most viewed,Victoria's COVID lockdown could end soon. Here's what authorities are watching for,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",'Amazing': France's Evan Fournier buries Team USA in Olympic basketball upset,"New concept to see older women living together to avoid homelessness, loneliness",Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,2021-07-26,03,,,
ABC most viewed,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",Victoria's COVID lockdown could end soon. Here's what authorities are watching for,'Amazing': France's Evan Fournier buries Team USA in Olympic basketball upset,Illegal e-bikes reaching 100kph-plus speeds as they take off as alternate commute,Australian golfer Minjee Lee wins her first major at Evian Championship,2021-07-26,04,,,
ABC most viewed,"'Cruel disease': Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",Victoria's COVID lockdown could end soon. Here's what authorities are watching for,'Amazing': France's Evan Fournier buries Team USA in Olympic basketball upset,Australian golfer Minjee Lee wins her first major at Evian Championship,Queensland still 'at risk' of new COVID cases after man from NSW ignores quarantine orders,2021-07-26,05,,,
ABC most viewed,Delta 'changes everything' for Australia's COVID-19 'way out'. This is what the experts are looking at,"If these athletes win at the Olympics, their flag won't be raised and their anthem won't be played. Here's why","Arizona is still counting ballots, trying to prove that Trump won. Democracy is shaping up to be the big loser",Lauren went on TikTok for a laugh. She left it with an eating disorder,"Woman in her 30s dies, teen in intensive care as young people face 'higher risk'",2021-07-26,06,,,
ABC most viewed,Lauren got TikTok for a laugh. The app would change the direction of her life,Delta 'changes everything' for Australia's COVID-19 'way out'. This is what the experts are looking at,Live: Police track down anti-lockdown protesters as COVID demonstrations condemned,"Arizona is still counting ballots, trying to prove that Trump won. Democracy is shaping up to be the big loser","If these athletes win at the Olympics, their flag won't be raised and their anthem won't be played. Here's why",2021-07-26,07,,,
ABC most viewed,Live: Police track down anti-lockdown protesters as COVID demonstrations condemned,Lauren got TikTok for a laugh. The app would change the direction of her life,Delta 'changes everything' for Australia's COVID-19 'way out'. This is what the experts are looking at,"If these athletes win at the Olympics, their flag won't be raised and their anthem won't be played. Here's why","To understand the legacy of the US Capitol riot, you need to understand what's happening in Arizona",2021-07-26,08,,,
ABC most viewed,Live: Police track down anti-lockdown protesters as COVID demonstrations condemned,Victoria records 11 new local COVID cases as lockdown restrictions are set to ease,Lauren got TikTok for a laugh. The app would change the direction of her life,"German gymnastics team, tired of 'sexualisation,' covers up in unitards",Delta 'changes everything' for Australia's COVID-19 'way out'. This is what the experts are looking at,2021-07-26,09,,,
ABC most viewed,Live: NSW Premier says there are 'no exceptions' for mingling across households,Death of student in her 30s 'so quick' after testing positive to Delta strain,Queensland records one community case of COVID-19 — a man who spent 14 days in hotel quarantine,Victoria records 11 new local COVID cases as lockdown restrictions are set to ease,"German gymnastics team, tired of 'sexualisation,' covers up in unitards",2021-07-26,11,,,
ABC most viewed,Live: NSW Premier says there are 'no exceptions' for mingling across households,Lockdown decision 'in next few days' as NSW records 145 new COVID cases,Death of student in her 30s 'so quick' after testing positive to Delta strain,Police investigate possible health directive breaches as flight attendant engages lawyer,"'Nothing has yet been finalised' on easing Victoria's lockdown, Health Minister says",2021-07-26,12,,,
ABC most viewed,Live: NSW Premier says there are 'no exceptions' for mingling across households,Lockdown decision 'in next few days' as NSW records 145 new COVID cases,Police investigate possible health directive breaches as flight attendant engages lawyer,Death of student in her 30s 'so quick' after testing positive to Delta strain,"'Nothing has yet been finalised' on easing Victoria's lockdown, Health Minister says",2021-07-26,13,,,
ABC most viewed,Live: NSW Premier says there are 'no exceptions' for mingling across households,Lockdown decision 'in next few days' as NSW records 145 new COVID cases,Police investigate possible health directive breaches as flight attendant engages lawyer,Death of student in her 30s 'so quick' after testing positive to Delta strain,Sydney family fined for going skiing at Thredbo as police ramp up snow patrol,2021-07-26,14,,,
ABC most viewed,"Live: Hunt outlines booster strategy, expected delivery times for Moderna and Novavax",Lockdown decision 'in next few days' as NSW records 145 new COVID cases,Police investigate possible health directive breaches as flight attendant engages lawyer,"'Alleged idiots' arrested over third illegal lockdown party at Adelaide home, police say",Death of student in her 30s 'so quick' after testing positive to Delta strain,2021-07-26,15,,,
ABC most viewed,"Live: Hunt outlines booster strategy, expected delivery times for Moderna and Novavax",Lockdown decision 'in next few days' as NSW records 145 new COVID cases,NSW's top cop admits police can't stop second lockdown protest in Sydney,"Slaughterhouse worker who stabbed mate 49 times guilty, but not of murder","'Alleged idiots' arrested over third illegal lockdown party at Adelaide home, police say",2021-07-26,16,,,
ABC most viewed,"Live: Hunt outlines booster strategy, expected delivery times for Moderna and Novavax",NSW records two more COVID deaths as toll for Delta outbreak reaches 10,NSW's top cop admits police can't stop second lockdown protest in Sydney,Police investigate possible health directive breaches as flight attendant engages lawyer,"Slaughterhouse worker who stabbed mate 49 times guilty, but not of murder",2021-07-26,17,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",NSW records two more COVID deaths as toll from Delta outbreak reaches 10,"Live: Hunt outlines booster strategy, expected delivery times for Moderna and Novavax","WA, NT criticise extra vaccines for NSW as federal government denies stockpile",Coalition MP George Christensen seen at anti-lockdown rally alongside QAnon supporters,2021-07-26,18,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",NSW records two more COVID deaths as toll from Delta outbreak reaches 10,Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,"WA Premier questions extra vaccines for NSW, says state has made 'terrible mistakes'",Coalition MP George Christensen seen at anti-lockdown rally alongside QAnon supporters,2021-07-26,19,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,"WA Premier questions extra vaccines for NSW, says state has made 'terrible mistakes'",Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,NSW records two more COVID deaths as toll from Delta outbreak reaches 10,2021-07-26,20,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,"WA Premier questions extra vaccines for NSW, says state has made 'terrible mistakes'",Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,NSW records two more COVID deaths as toll from Delta outbreak reaches 10,2021-07-26,21,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45","Schools, hospitality look set to reopen as government prepares to end Victoria's fifth lockdown",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,"WA Premier questions extra vaccines for NSW, says state has made 'terrible mistakes'",Man who caught COVID at SA winery 'glad' to have had first vaccine dose,2021-07-26,22,,,
ABC most viewed,"Schools, hospitality look set to reopen as government prepares to end Victoria's fifth lockdown","Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,"WA Premier questions extra vaccines for NSW, says state has made 'terrible mistakes'",Man who caught COVID at SA winery 'glad' to have had first vaccine dose,2021-07-26,23,,,
ABC most viewed,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45","Schools, hospitality look set to reopen as government prepares to end Victoria's fifth lockdown",Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,COVID symptoms 'would have been worse' if not for SA man's first AstraZeneca vaccine,2021-07-27,00,,,
ABC most viewed,Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,Here's how Victorians are expected to move out of fifth COVID lockdown,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,COVID symptoms 'would have been worse' if not for SA man's first AstraZeneca vaccine,2021-07-27,01,,,
ABC most viewed,Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,Here's how Victorians are expected to move out of fifth COVID lockdown,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,COVID symptoms 'would have been worse' if not for SA man's first AstraZeneca vaccine,2021-07-27,02,,,
ABC most viewed,Here's how Victorians are expected to move out of fifth COVID lockdown,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",China reports highest COVID case numbers since January,Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,2021-07-27,03,,,
ABC most viewed,Here's how Victorians are expected to move out of fifth COVID lockdown,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,China reports highest COVID case numbers since January,Pink offers to pay fine issued to Norway's beach handball players for not wearing bikini bottoms,2021-07-27,04,,,
ABC most viewed,Here's how Victorians are expected to move out of fifth COVID lockdown,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,China reports highest COVID case numbers since January,COVID symptoms 'would have been worse' if not for SA man's first AstraZeneca vaccine,2021-07-27,05,,,
ABC most viewed,Here's how Victorians are expected to move out of fifth COVID lockdown,The factors Berejiklian is weighing up before deciding on lockdown future,'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,"Dieter Brummer, Home and Away 90s heart-throb, dies aged 45",COVID symptoms 'would have been worse' if not for SA man's first AstraZeneca vaccine,2021-07-27,06,,,
ABC most viewed,The factors Berejiklian is weighing up before deciding on lockdown future,NSW is worried about low vaccine rates in over 60s but it's not just hesitancy to blame,A mystery COVID case and possible border breaches — this is what Queensland authorities know,'I just couldn't keep it in': Wild celebration by Titmus's coach goes viral,The 'muscle' of the economy that's narrowly avoided a COVID shutdown,2021-07-27,07,,,
ABC most viewed,"Schools, hospitality set to reopen as Victoria moves cautiously out of lockdown",Live: Victorian authorities to outline easing restrictions as SA's COVID lockdown is due to end,The factors Berejiklian is weighing up before deciding on lockdown future,NSW is worried about low vaccine rates in over 60s but it's not just hesitancy to blame,How one area of Sydney is crucial for everything from groceries to online shopping,2021-07-27,08,,,
ABC most viewed,Live: Victorian authorities to outline easing restrictions as SA's COVID lockdown is due to end,"Schools, hospitality set to reopen as Victoria moves cautiously out of lockdown",The factors Berejiklian is weighing up before deciding on lockdown future,Simone Biles is going for the Yurchenko double pike at the Olympics. Here's what to look out for,NSW is worried about low vaccine rates in over 60s but it's not just hesitancy to blame,2021-07-27,09,,,
ABC most viewed,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,"Victorian lockdown to lift at midnight, household visits still barred",Queensland records no new COVID-19 cases overnight as source of yesterday's infection revealed,The restrictions likely to stay when Victoria leaves lockdown tonight,The factors Berejiklian is weighing up before deciding on lockdown future,2021-07-27,11,,,
ABC most viewed,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,"Victorian lockdown to lift at midnight, household visits still barred",Sydney apartment block under police guard after six positive COVID cases,Queensland records no new COVID-19 cases overnight as source of yesterday's infection revealed,The restrictions likely to stay when Victoria leaves lockdown tonight,2021-07-27,12,,,
ABC most viewed,"Victorian lockdown to lift at midnight, household visits still barred",Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,COVID spreads in hospital as NSW records worst day of Delta outbreak,Sydney apartment block under police guard after six positive COVID cases,'What a lovely zero-case day': SA to emerge from lockdown after no new COVID cases detected,2021-07-27,13,,,
ABC most viewed,COVID spreads in hospital as NSW records worst day of Delta outbreak,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,Victoria tightens NSW border controls as lockdown lifts,Here are the new COVID restrictions in Victoria from tomorrow,Sydney apartment block under police guard after six positive COVID cases,2021-07-27,14,,,
ABC most viewed,COVID spreads in hospital as NSW records worst day of Delta outbreak,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,Victoria tightens NSW border controls as lockdown lifts,Here are the new COVID restrictions in Victoria from tomorrow,"Public masturbator avoids jail after assaulting women at music festivals, on tram",2021-07-27,15,,,
ABC most viewed,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,COVID spreads in hospital as NSW records worst day of Delta outbreak,"Hospital workers exposed to COVID-positive crew 'chose' not to take vaccine, health chief says",Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,Victoria tightens NSW border controls as lockdown lifts,2021-07-27,16,,,
ABC most viewed,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Man infected with COVID-19 who left locked down Sydney for Queensland slapped with fines,Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,Live: Victoria's lockdown to end at midnight as NSW struggles to curb local cases,"Hospital workers exposed to COVID-positive crew 'chose' not to take vaccine, health chief says",2021-07-27,17,,,
ABC most viewed,Live: Man charged for allegedly assaulting journalist at Sydney's anti-lockdown protest,Man infected with COVID-19 who left locked down Sydney for Queensland slapped with fines,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,"Hospital workers exposed to COVID-positive crew 'chose' not to take vaccine, health chief says",2021-07-27,18,,,
ABC most viewed,Man infected with COVID-19 who left locked down Sydney for Queensland slapped with fines,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,"Hospital workers exposed to COVID-positive crew 'chose' not to take vaccine, health chief says",COVID spreads in hospital as NSW records worst day of Delta outbreak,2021-07-27,19,,,
ABC most viewed,Man infected with COVID-19 who left locked down Sydney for Queensland slapped with fine,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,COVID spreads in hospital as NSW records worst day of Delta outbreak,"Hospital workers exposed to COVID-positive crew 'chose' not to take vaccine, health chief says",2021-07-27,20,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks,Man infected with COVID-19 who left locked down Sydney for Queensland slapped with fine,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Fears customers exposed to COVID-19 at Sydney shopping centre for 11 days,"King's School staff member who attended anti-lockdown protest reported to police, suspended",2021-07-27,21,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,"King's School staff member who attended anti-lockdown protest reported to police, suspended",Man infected with COVID-19 who left locked-down Sydney for Queensland slapped with fine,'Could be a sign there are cracks in the system': Questions over how well NSW contact tracing system is coping,2021-07-27,22,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,'We were concerned at the delay': It took four days for a shopper to be notified she was a close contact,"King's School staff member who attended anti-lockdown protest reported to police, suspended",Man infected with COVID-19 who left locked-down Sydney for Queensland slapped with fine,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,2021-07-27,23,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,"King's School staff member who attended anti-lockdown protest reported to police, suspended",'We were concerned at the delay': It took four days for a shopper to be notified she was a close contact,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,Man infected with COVID-19 who left locked-down Sydney for Queensland slapped with fine,2021-07-28,00,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,Charlie's young family among thousands of Australians plotting escape from Delta-hit Indonesia,COVID-19 close contacts warned against 'bailing early' from isolation period,"King's School staff member who attended anti-lockdown protest reported to police, suspended",Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,2021-07-28,01,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,Charlie's young family among thousands of Australians plotting escape from Delta-hit Indonesia,"King's School staff member who attended anti-lockdown protest reported to police, suspended",COVID-19 close contacts warned against 'bailing early' from isolation period,Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,2021-07-28,02,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,Charlie's young family among thousands of Australians plotting escape from Delta-hit Indonesia,COVID-19 close contacts warned against 'bailing early' from isolation period,"King's School staff member who attended anti-lockdown protest reported to police, suspended",Olympian Nathan Baggaley and brother get more than 20 years' jail over failed cocaine plot,2021-07-28,03,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,Charlie's young family among thousands of Australians plotting escape from Delta-hit Indonesia,"King's School staff member who attended anti-lockdown protest reported to police, suspended",COVID-19 close contacts warned against 'bailing early' from isolation period,'We were concerned at the delay': It took four days for a shopper to be notified she was a close contact,2021-07-28,04,,,
ABC most viewed,"'We can't pay $35,000': The only way off virus-hit Bali is by private jet, so this Aussie family is stuck",Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,"King's School staff member who attended anti-lockdown protest reported to police, suspended",Man infected with COVID-19 who left locked-down Sydney for Queensland slapped with fine,'We were concerned at the delay': It took four days for a shopper to be notified she was a close contact,2021-07-28,05,,,
ABC most viewed,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,"'We can't pay $35,000': The only way off virus-hit Bali is by private jet, so this Aussie family is stuck",A Twitter-storm has erupted over allegations against popular crypto influencer Alex Saunders,How financially literate are you? Take this quiz to find out,'It's not safe in here': Hotel quarantine health fears grow for couple after another guest gets the virus,2021-07-28,06,,,
ABC most viewed,How a ceremony in NSW Parliament helped a company steal $46 million from retirees,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,"'We can't pay $35,000': The only way off virus-hit Bali is by private jet, so this Aussie family is stuck","Live: NSW steps up AstraZeneca push, Sydney facing another month of lockdown",A Twitter-storm has erupted over allegations against popular crypto influencer Alex Saunders,2021-07-28,07,,,
ABC most viewed,Sydney tradesman identified after sparking Queensland COVID alert and lying to authorities,How a ceremony in NSW Parliament helped a company steal $46 million from retirees,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,"Live: NSW steps up AstraZeneca push, Sydney facing another month of lockdown","'We can't pay $35,000': The only way off virus-hit Bali is by private jet, so this Aussie family is stuck",2021-07-28,08,,,
ABC most viewed,"Live: NSW steps up AstraZeneca push, Sydney facing another month of lockdown",Sydney tradesman identified after sparking Queensland COVID alert and lying to authorities,Victoria records eight new local COVID cases as lockdown lifts,How a ceremony in NSW Parliament helped a company steal $46 million from retirees,Greater Sydney lockdown to be extended by four weeks as COVID cases continue to climb,2021-07-28,09,,,
ABC most viewed,NSW records 177 new cases as lockdown extended for four weeks,Live: Year 12 students in NSW lockdown zone to receive Pfizer vaccine and return to classrooms,Live: Australia holds on to win gold in women's and men's four rowing,'Increasingly concerning': Brisbane backpacker hostel linked to COVID-19 case,Sydney tradesman identified after sparking Queensland COVID alert and lying to authorities,2021-07-28,11,,,
ABC most viewed,Live: Year 12 students in NSW lockdown zone to be offered Pfizer vaccine,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Live: 'I'm very proud of what I have achieved': Ariarne Titmus claims another gold in Tokyo,Victoria records new local COVID-19 case in drive-through testing site worker,'Increasingly concerning': Brisbane backpacker hostel linked to COVID-19 case,2021-07-28,12,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Live: Year 12 students in NSW lockdown zone to be offered Pfizer vaccine,Live: 'I'm very proud of what I have achieved': Ariarne Titmus claims another gold in Tokyo,Melbourne COVID-19 testing site shut down after worker infected,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-28,13,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Live: Year 12 students in NSW lockdown zone to be offered Pfizer vaccine,Live: Australia caps off a great day in the pool with gold and bronze medals and two more gold medals in rowing,COVID disaster payments to increase by $150 a week for locked-down Sydneysiders,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-28,14,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Live: Year 12 students in NSW lockdown zone to be offered Pfizer vaccine,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Live: Australia caps off a great day in the pool with gold and bronze medals and two more gold medals in rowing,COVID disaster payments to increase by $150 a week for locked-down Sydneysiders,2021-07-28,15,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Live: PM expects a 'very different Australia' by Christmas,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Athletes need to stop pretending everything is OK,Live: Australia caps off a great day in the pool with gold and bronze medals and two more gold medals in rowing,2021-07-28,16,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases","Live: Crime Stoppers receives over 15,000 calls about plan for second anti-lockdown protest in Sydney",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Live: Australian men hoping to add to medal haul in cycling individual time trial,Athletes need to stop pretending everything is OK,2021-07-28,17,,,
ABC most viewed,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases","Live: Crime Stoppers receives over 15,000 calls about plan for second anti-lockdown protest in Sydney",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Live: Australian men hoping to add to medal haul in cycling individual time trial,Workers in COVID-19 hotspots will get $750 a week from day one of a lockdown,2021-07-28,18,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,"Crime Stoppers receives over 15,000 calls about plan for second anti-lockdown protest in Sydney — as it happened",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases","Live: Boomers seeking second win against Italy, Olyroos prepare to take on Egypt",2021-07-28,19,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases","Live: Boomers score second win against Italy, Olyroos prepare to take on Egypt",Japanese women celebrate German gymnasts' full body suits at Olympics,2021-07-28,20,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,"Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,"Live: Olyroos face pivotal clash with Egypt, Boomers score second win against Italy",Japanese women celebrate German gymnasts' full body suits at Olympics,2021-07-28,21,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',"Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot",Japanese women celebrate German gymnasts' full body suits at Olympics,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-28,22,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',"Olyroos bow out after 2-0 loss to Egypt, as it happened","Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-28,23,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,"Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot","Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",2021-07-29,00,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,"Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot",2021-07-29,01,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',"Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases","Hospital gives 'ultra-low' COVID jabs, 159 people asked to come back for 'booster' shot",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-29,02,,,
ABC most viewed,'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',"As Tokyo's outbreak spirals, Dr Shiraishi's biggest fear is what lies inside a locked room on his COVID ward","Big changes for shopping, schools and singles as NSW records 177 new COVID-19 cases",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-29,03,,,
ABC most viewed,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'",Woman dies in hospital after alleged 'serious domestic assault','Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Looted artefacts in the National Gallery of Australia to be returned to India,2021-07-29,04,,,
ABC most viewed,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'","Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",'Armageddon' as more than 2 million Sydney workers hit by lockdown expansion,Woman dies in hospital after alleged 'serious domestic assault',Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,2021-07-29,05,,,
ABC most viewed,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'",Why Greater Sydney's COVID lockdown is likely to be extended again,"Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",Sydney tradesman and flight attendant identified after sparking Queensland COVID alert,Here are the ways cyber criminals are hacking businesses in a pandemic,2021-07-29,06,,,
ABC most viewed,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'",Why Greater Sydney's COVID lockdown is likely to be extended again,'Bushy' found out he had COVID-19 when isolating in Victoria’s remote high country,Backpackers 'unclear what's going down' as Queensland Health confines them to Brisbane hostels,"Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",2021-07-29,07,,,
